;roll_start;roll_end
1388;2018-01-05 19:40:55;2018-01-05 19:43:44
1389;2018-01-05 19:45:54;2018-01-05 19:48:55
1390;2018-01-05 19:51:01;2018-01-05 19:54:01
1391;2018-01-05 19:56:01;2018-01-05 19:59:07
1392;2018-01-05 20:01:01;2018-01-05 20:04:07
1393;2018-01-05 20:06:17;2018-01-05 20:09:11
1394;2018-01-05 20:11:06;2018-01-05 20:13:48
1395;2018-01-05 20:15:59;2018-01-05 20:18:55
1396;2018-01-05 20:21:03;2018-01-05 20:24:04
1397;2018-01-05 20:26:13;2018-01-05 20:28:53
1398;2018-01-05 20:30:51;2018-01-05 20:33:55
1399;2018-01-05 20:36:00;2018-01-05 20:39:16
1400;2018-01-05 20:40:52;2018-01-05 20:44:22
1401;2018-01-05 20:45:54;2018-01-05 20:49:11
1402;2018-01-05 20:50:56;2018-01-05 20:54:05
1403;2018-01-05 20:56:09;2018-01-05 20:59:33
1404;2018-01-05 21:00:58;2018-01-05 21:04:01
1405;2018-01-05 21:06:06;2018-01-05 21:08:49
1406;2018-01-05 21:11:04;2018-01-05 21:14:08
1407;2018-01-05 21:15:56;2018-01-05 21:18:52
1408;2018-01-05 21:21:02;2018-01-05 21:24:13
1409;2018-01-05 21:26:04;2018-01-05 21:28:56
1410;2018-01-05 21:30:58;2018-01-05 21:33:45
1411;2018-01-05 21:35:57;2018-01-05 21:39:17
1412;2018-01-05 21:41:07;2018-01-05 21:44:04
1413;2018-01-05 21:45:50;2018-01-05 21:49:21
1414;2018-01-05 21:51:10;2018-01-05 21:54:06
1415;2018-01-05 21:56:18;2018-01-05 21:59:03
1416;2018-01-05 22:00:59;2018-01-05 22:03:49
1417;2018-01-05 22:05:58;2018-01-05 22:08:58
1418;2018-01-05 22:11:10;2018-01-05 22:14:01
1419;2018-01-05 22:16:07;2018-01-05 22:19:14
1420;2018-01-05 22:21:02;2018-01-05 22:23:48
1421;2018-01-05 22:26:13;2018-01-05 22:29:08
1422;2018-01-05 22:31:01;2018-01-05 22:34:01
1423;2018-01-05 22:35:46;2018-01-05 22:39:01
1424;2018-01-05 22:41:15;2018-01-05 22:44:07
1425;2018-01-05 22:46:02;2018-01-05 22:49:02
1426;2018-01-05 22:50:56;2018-01-05 22:54:14
1427;2018-01-05 22:56:03;2018-01-05 22:59:06
1428;2018-01-05 23:00:41;2018-01-05 23:04:10
1429;2018-01-05 23:05:51;2018-01-05 23:08:40
1430;2018-01-05 23:11:09;2018-01-05 23:13:43
1431;2018-01-05 23:16:08;2018-01-05 23:19:25
1432;2018-01-05 23:21:14;2018-01-05 23:24:05
1433;2018-01-05 23:26:01;2018-01-05 23:29:11
1434;2018-01-05 23:30:55;2018-01-05 23:33:43
1435;2018-01-05 23:35:51;2018-01-05 23:38:45
1436;2018-01-05 23:41:03;2018-01-05 23:44:12
1437;2018-01-05 23:46:14;2018-01-05 23:49:09
1438;2018-01-05 23:50:52;2018-01-05 23:54:16
1439;2018-01-05 23:56:05;2018-01-05 23:58:59
1440;2018-01-06 00:00:45;2018-01-06 00:03:53
1441;2018-01-06 00:06:17;2018-01-06 00:09:14
1442;2018-01-06 00:10:49;2018-01-06 00:14:00
1443;2018-01-06 00:16:18;2018-01-06 00:18:59
1444;2018-01-06 00:21:10;2018-01-06 00:24:00
1445;2018-01-06 00:25:42;2018-01-06 00:28:47
1446;2018-01-06 00:31:01;2018-01-06 00:34:01
1447;2018-01-06 00:36:07;2018-01-06 00:38:38
1448;2018-01-06 00:41:07;2018-01-06 00:44:29
1449;2018-01-06 00:45:49;2018-01-06 00:48:47
1450;2018-01-06 00:51:20;2018-01-06 00:54:00
1451;2018-01-06 00:56:06;2018-01-06 00:58:55
1452;2018-01-06 01:00:58;2018-01-06 01:04:10
1453;2018-01-06 01:06:07;2018-01-06 01:08:51
1454;2018-01-06 01:10:43;2018-01-06 01:14:11
1455;2018-01-06 01:15:57;2018-01-06 01:19:12
1456;2018-01-06 01:21:14;2018-01-06 01:23:48
1457;2018-01-06 01:25:56;2018-01-06 01:29:12
1458;2018-01-06 01:30:53;2018-01-06 01:33:48
1459;2018-01-06 01:35:41;2018-01-06 01:38:45
1460;2018-01-06 01:41:01;2018-01-06 01:44:00
1461;2018-01-06 01:46:03;2018-01-06 01:48:56
1462;2018-01-06 01:50:49;2018-01-06 01:54:01
1463;2018-01-06 01:56:21;2018-01-06 01:58:56
1464;2018-01-06 02:01:10;2018-01-06 02:03:46
1465;2018-01-06 02:05:57;2018-01-06 02:08:56
1466;2018-01-06 02:10:58;2018-01-06 02:13:54
1467;2018-01-06 02:15:58;2018-01-06 02:18:44
1468;2018-01-06 02:21:06;2018-01-06 02:23:53
1469;2018-01-06 02:25:56;2018-01-06 02:29:12
1470;2018-01-06 02:30:53;2018-01-06 02:33:41
1471;2018-01-06 02:36:00;2018-01-06 02:39:00
1472;2018-01-06 02:40:56;2018-01-06 02:44:03
1473;2018-01-06 02:46:00;2018-01-06 02:49:11
1474;2018-01-06 02:50:53;2018-01-06 02:53:52
1475;2018-01-06 02:56:03;2018-01-06 02:58:50
1476;2018-01-06 03:00:46;2018-01-06 03:03:52
1477;2018-01-06 03:06:00;2018-01-06 03:08:50
1478;2018-01-06 03:10:59;2018-01-06 03:13:57
1479;2018-01-06 03:16:03;2018-01-06 03:18:59
1480;2018-01-06 03:21:02;2018-01-06 03:23:39
1481;2018-01-06 03:25:58;2018-01-06 03:28:51
1482;2018-01-06 03:31:11;2018-01-06 03:34:05
1483;2018-01-06 03:36:09;2018-01-06 03:39:04
1484;2018-01-06 03:40:51;2018-01-06 03:43:39
1485;2018-01-06 03:45:46;2018-01-06 03:49:05
1486;2018-01-06 03:50:55;2018-01-06 03:53:54
1487;2018-01-06 03:56:05;2018-01-06 03:59:00
1488;2018-01-06 04:00:56;2018-01-06 04:03:53
1489;2018-01-06 04:06:02;2018-01-06 04:09:07
1490;2018-01-06 04:10:55;2018-01-06 04:13:56
1491;2018-01-06 04:15:41;2018-01-06 04:18:49
1492;2018-01-06 04:20:58;2018-01-06 04:23:59
1493;2018-01-06 04:26:10;2018-01-06 04:28:50
1494;2018-01-06 04:30:57;2018-01-06 04:33:58
1495;2018-01-06 04:36:08;2018-01-06 04:38:48
1496;2018-01-06 04:40:52;2018-01-06 04:43:51
1497;2018-01-06 04:45:44;2018-01-06 04:49:00
1498;2018-01-06 04:51:13;2018-01-06 04:53:59
1499;2018-01-06 04:55:57;2018-01-06 04:58:56
1500;2018-01-06 05:01:09;2018-01-06 05:04:02
1501;2018-01-06 05:05:56;2018-01-06 05:09:07
1502;2018-01-06 05:11:13;2018-01-06 05:14:09
1503;2018-01-06 05:15:55;2018-01-06 05:18:51
1504;2018-01-06 05:20:44;2018-01-06 05:23:47
1505;2018-01-06 05:26:12;2018-01-06 05:29:00
1506;2018-01-06 05:30:47;2018-01-06 05:33:44
1507;2018-01-06 05:35:55;2018-01-06 05:38:54
1508;2018-01-06 05:40:51;2018-01-06 05:43:54
1509;2018-01-06 05:45:54;2018-01-06 05:48:41
1510;2018-01-06 05:50:59;2018-01-06 05:53:52
1511;2018-01-06 05:55:48;2018-01-06 05:59:00
1512;2018-01-06 06:01:01;2018-01-06 06:04:13
1513;2018-01-06 06:06:05;2018-01-06 06:08:54
1514;2018-01-06 06:10:54;2018-01-06 06:13:58
1515;2018-01-06 06:16:08;2018-01-06 06:19:05
1516;2018-01-06 06:20:45;2018-01-06 06:23:41
1517;2018-01-06 06:26:06;2018-01-06 06:28:41
1518;2018-01-06 06:31:07;2018-01-06 06:33:46
1519;2018-01-06 06:35:57;2018-01-06 06:39:06
1520;2018-01-06 06:41:10;2018-01-06 06:43:52
1521;2018-01-06 06:45:53;2018-01-06 06:48:53
1522;2018-01-06 06:50:44;2018-01-06 06:53:58
1523;2018-01-06 06:55:51;2018-01-06 06:59:10
1524;2018-01-06 07:01:03;2018-01-06 07:04:06
1525;2018-01-06 07:05:40;2018-01-06 07:08:53
1526;2018-01-06 07:10:55;2018-01-06 07:13:58
1527;2018-01-06 07:16:03;2018-01-06 07:19:13
1528;2018-01-06 07:21:05;2018-01-06 07:23:50
1529;2018-01-06 07:26:03;2018-01-06 07:28:56
1530;2018-01-06 07:31:07;2018-01-06 07:34:06
1531;2018-01-06 07:35:50;2018-01-06 07:38:47
1532;2018-01-06 07:41:00;2018-01-06 07:43:48
1533;2018-01-06 07:45:47;2018-01-06 07:48:53
1534;2018-01-06 07:50:47;2018-01-06 07:53:46
1535;2018-01-06 07:56:04;2018-01-06 07:59:00
1536;2018-01-06 08:01:11;2018-01-06 08:04:11
1537;2018-01-06 08:06:12;2018-01-06 08:08:57
1538;2018-01-06 08:10:55;2018-01-06 08:13:54
1539;2018-01-06 08:16:08;2018-01-06 08:19:01
1540;2018-01-06 08:21:10;2018-01-06 08:24:13
1541;2018-01-06 08:26:11;2018-01-06 08:28:58
1542;2018-01-06 08:31:00;2018-01-06 08:34:09
1543;2018-01-06 08:35:58;2018-01-06 08:39:05
1544;2018-01-06 08:40:58;2018-01-06 08:44:09
1545;2018-01-06 08:46:07;2018-01-06 08:48:59
1546;2018-01-06 08:51:01;2018-01-06 08:54:18
1547;2018-01-06 08:56:16;2018-01-06 08:59:00
1548;2018-01-06 09:00:49;2018-01-06 09:03:45
1549;2018-01-06 09:05:43;2018-01-06 09:09:14
1550;2018-01-06 09:11:04;2018-01-06 09:13:56
1551;2018-01-06 09:15:52;2018-01-06 09:19:02
1552;2018-01-06 09:21:01;2018-01-06 09:24:02
1553;2018-01-06 09:26:05;2018-01-06 09:29:05
1554;2018-01-06 09:30:53;2018-01-06 09:33:42
1555;2018-01-06 09:36:04;2018-01-06 09:38:53
1556;2018-01-06 09:40:38;2018-01-06 09:44:10
1557;2018-01-06 09:46:01;2018-01-06 09:48:55
1558;2018-01-06 09:51:10;2018-01-06 09:54:07
1559;2018-01-06 09:56:01;2018-01-06 09:59:03
1560;2018-01-06 10:01:04;2018-01-06 10:04:06
1561;2018-01-06 10:06:01;2018-01-06 10:08:57
1562;2018-01-06 10:10:40;2018-01-06 10:14:04
1563;2018-01-06 10:15:47;2018-01-06 10:18:42
1564;2018-01-06 10:21:08;2018-01-06 10:24:08
1565;2018-01-06 10:26:03;2018-01-06 10:29:01
1566;2018-01-06 10:31:02;2018-01-06 10:33:53
1567;2018-01-06 10:35:59;2018-01-06 10:38:43
1568;2018-01-06 10:41:01;2018-01-06 10:44:13
1569;2018-01-06 10:46:10;2018-01-06 10:48:57
1570;2018-01-06 10:51:02;2018-01-06 10:53:51
1571;2018-01-06 10:56:07;2018-01-06 10:58:57
1572;2018-01-06 11:00:49;2018-01-06 11:03:55
1573;2018-01-06 11:05:53;2018-01-06 11:08:49
1574;2018-01-06 11:11:11;2018-01-06 11:13:44
1575;2018-01-06 11:16:10;2018-01-06 11:19:14
1576;2018-01-06 11:21:08;2018-01-06 11:23:53
1577;2018-01-06 11:25:58;2018-01-06 11:28:58
1578;2018-01-06 11:31:04;2018-01-06 11:33:51
1579;2018-01-06 11:36:20;2018-01-06 11:39:03
1580;2018-01-06 11:40:46;2018-01-06 11:44:15
1581;2018-01-06 11:45:44;2018-01-06 11:48:55
1582;2018-01-06 11:51:08;2018-01-06 11:53:59
1583;2018-01-06 11:55:52;2018-01-06 11:59:00
1584;2018-01-06 12:00:58;2018-01-06 12:04:11
1585;2018-01-06 12:05:49;2018-01-06 12:09:07
1586;2018-01-06 12:11:04;2018-01-06 12:13:51
1587;2018-01-06 12:16:02;2018-01-06 12:19:09
1588;2018-01-06 12:21:09;2018-01-06 12:23:57
1589;2018-01-06 12:26:10;2018-01-06 12:28:45
1590;2018-01-06 12:30:57;2018-01-06 12:33:47
1591;2018-01-06 12:35:56;2018-01-06 12:38:51
1592;2018-01-06 12:40:57;2018-01-06 12:43:58
1593;2018-01-06 12:45:56;2018-01-06 12:48:54
1594;2018-01-06 12:51:11;2018-01-06 12:53:54
1595;2018-01-06 12:55:27;2018-01-06 12:59:02
1596;2018-01-06 13:00:45;2018-01-06 13:03:47
1597;2018-01-06 13:06:15;2018-01-06 13:09:00
1598;2018-01-06 13:11:10;2018-01-06 13:13:56
1599;2018-01-06 13:15:54;2018-01-06 13:18:46
1600;2018-01-06 13:20:46;2018-01-06 13:23:57
1601;2018-01-06 13:26:04;2018-01-06 13:29:14
1602;2018-01-06 13:31:04;2018-01-06 13:33:51
1603;2018-01-06 13:36:00;2018-01-06 13:39:02
1604;2018-01-06 13:41:01;2018-01-06 13:44:08
1605;2018-01-06 13:46:12;2018-01-06 13:48:58
1606;2018-01-06 13:51:01;2018-01-06 13:54:06
1607;2018-01-06 13:56:19;2018-01-06 13:59:00
1608;2018-01-06 14:01:16;2018-01-06 14:04:18
1609;2018-01-06 14:05:56;2018-01-06 14:08:42
1610;2018-01-06 14:11:04;2018-01-06 14:14:11
1611;2018-01-06 14:15:54;2018-01-06 14:18:58
1612;2018-01-06 14:20:52;2018-01-06 14:23:51
1613;2018-01-06 14:25:54;2018-01-06 14:28:53
1614;2018-01-06 14:30:44;2018-01-06 14:33:49
1615;2018-01-06 14:36:17;2018-01-06 14:38:50
1616;2018-01-06 14:41:09;2018-01-06 14:43:49
1617;2018-01-06 14:45:48;2018-01-06 14:48:59
1618;2018-01-06 14:51:04;2018-01-06 14:53:51
1619;2018-01-06 14:56:15;2018-01-06 14:59:00
1620;2018-01-06 15:00:53;2018-01-06 15:04:03
1621;2018-01-06 15:05:55;2018-01-06 15:08:56
1622;2018-01-06 15:11:08;2018-01-06 15:14:00
1623;2018-01-06 15:16:00;2018-01-06 15:19:03
1624;2018-01-06 15:21:09;2018-01-06 15:23:59
1625;2018-01-06 15:25:54;2018-01-06 15:28:52
1626;2018-01-06 15:30:57;2018-01-06 15:34:01
1627;2018-01-06 15:36:07;2018-01-06 15:38:55
1628;2018-01-06 15:40:42;2018-01-06 15:44:01
1629;2018-01-06 15:45:59;2018-01-06 15:49:09
1630;2018-01-06 15:50:50;2018-01-06 15:54:04
1631;2018-01-06 15:56:22;2018-01-06 15:59:12
1632;2018-01-06 16:01:04;2018-01-06 16:04:13
1633;2018-01-06 16:05:43;2018-01-06 16:08:56
1634;2018-01-06 16:10:39;2018-01-06 16:14:09
1635;2018-01-06 16:15:56;2018-01-06 16:19:13
1636;2018-01-06 16:21:11;2018-01-06 16:23:57
1637;2018-01-06 16:25:55;2018-01-06 16:29:03
1638;2018-01-06 16:30:55;2018-01-06 16:34:06
1639;2018-01-06 16:36:07;2018-01-06 16:38:58
1640;2018-01-06 16:41:09;2018-01-06 16:44:14
1641;2018-01-06 16:45:39;2018-01-06 16:49:14
1642;2018-01-06 16:51:31;2018-01-06 16:53:55
1643;2018-01-06 16:56:03;2018-01-06 16:58:57
1644;2018-01-06 17:01:01;2018-01-06 17:04:28
1645;2018-01-06 17:06:00;2018-01-06 17:09:07
1646;2018-01-06 17:11:03;2018-01-06 17:13:55
1647;2018-01-06 17:16:22;2018-01-06 17:19:02
1648;2018-01-06 17:21:00;2018-01-06 17:23:57
1649;2018-01-06 17:26:04;2018-01-06 17:28:39
1650;2018-01-06 17:31:14;2018-01-06 17:33:58
1651;2018-01-06 17:35:55;2018-01-06 17:38:55
1652;2018-01-06 17:41:07;2018-01-06 17:44:22
1653;2018-01-06 17:46:04;2018-01-06 17:48:53
1654;2018-01-06 17:51:01;2018-01-06 17:54:06
1655;2018-01-06 17:55:39;2018-01-06 17:58:49
1656;2018-01-06 18:01:10;2018-01-06 18:03:53
1657;2018-01-06 18:05:57;2018-01-06 18:08:58
1658;2018-01-06 18:10:52;2018-01-06 18:13:39
1659;2018-01-06 18:15:56;2018-01-06 18:19:02
1660;2018-01-06 18:20:56;2018-01-06 18:23:59
1661;2018-01-06 18:26:12;2018-01-06 18:29:00
1662;2018-01-06 18:30:43;2018-01-06 18:34:04
1663;2018-01-06 18:36:12;2018-01-06 18:38:57
1664;2018-01-06 18:40:49;2018-01-06 18:44:16
1665;2018-01-06 18:46:10;2018-01-06 18:49:03
1666;2018-01-06 18:50:55;2018-01-06 18:54:08
1667;2018-01-06 18:56:02;2018-01-06 18:59:07
1668;2018-01-06 19:00:59;2018-01-06 19:03:57
1669;2018-01-06 19:06:03;2018-01-06 19:08:59
1670;2018-01-06 19:10:57;2018-01-06 19:14:09
1671;2018-01-06 19:15:50;2018-01-06 19:18:51
1672;2018-01-06 19:20:43;2018-01-06 19:24:15
1673;2018-01-06 19:26:07;2018-01-06 19:29:01
1674;2018-01-06 19:31:16;2018-01-06 19:34:14
1675;2018-01-06 19:35:39;2018-01-06 19:39:22
1676;2018-01-06 19:40:57;2018-01-06 19:44:08
1677;2018-01-06 19:46:07;2018-01-06 19:48:48
1678;2018-01-06 19:51:09;2018-01-06 19:53:57
1679;2018-01-06 19:55:42;2018-01-06 19:58:50
1680;2018-01-06 20:01:00;2018-01-06 20:03:55
1681;2018-01-06 20:05:41;2018-01-06 20:09:08
1682;2018-01-06 20:10:46;2018-01-06 20:13:54
1683;2018-01-06 20:16:01;2018-01-06 20:18:47
1684;2018-01-06 20:20:37;2018-01-06 20:24:05
1685;2018-01-06 20:26:25;2018-01-06 20:29:09
1686;2018-01-06 20:30:54;2018-01-06 20:34:07
1687;2018-01-06 20:35:51;2018-01-06 20:39:07
1688;2018-01-06 20:40:47;2018-01-06 20:43:36
1689;2018-01-06 20:45:47;2018-01-06 20:49:04
1690;2018-01-06 20:50:58;2018-01-06 20:54:08
1691;2018-01-06 20:56:20;2018-01-06 20:59:08
1692;2018-01-06 21:01:07;2018-01-06 21:04:04
1693;2018-01-06 21:05:48;2018-01-06 21:08:53
1694;2018-01-06 21:11:08;2018-01-06 21:14:00
1695;2018-01-06 21:16:10;2018-01-06 21:19:16
1696;2018-01-06 21:21:25;2018-01-06 21:23:51
1697;2018-01-06 21:25:43;2018-01-06 21:29:02
1698;2018-01-06 21:31:07;2018-01-06 21:33:56
1699;2018-01-06 21:35:56;2018-01-06 21:38:44
1700;2018-01-06 21:40:52;2018-01-06 21:43:54
1701;2018-01-06 21:46:10;2018-01-06 21:49:01
1702;2018-01-06 21:50:52;2018-01-06 21:54:01
1703;2018-01-06 21:56:02;2018-01-06 21:59:01
1704;2018-01-06 22:00:57;2018-01-06 22:03:53
1705;2018-01-06 22:06:18;2018-01-06 22:09:11
1706;2018-01-06 22:10:56;2018-01-06 22:13:33
1707;2018-01-06 22:16:04;2018-01-06 22:18:56
1708;2018-01-06 22:20:57;2018-01-06 22:23:49
1709;2018-01-06 22:25:49;2018-01-06 22:29:03
1710;2018-01-06 22:31:01;2018-01-06 22:33:55
1711;2018-01-06 22:36:09;2018-01-06 22:38:58
1712;2018-01-06 22:40:56;2018-01-06 22:44:14
1713;2018-01-06 22:46:07;2018-01-06 22:48:40
1714;2018-01-06 22:50:54;2018-01-06 22:54:08
1715;2018-01-06 22:55:55;2018-01-06 22:58:53
1716;2018-01-06 23:00:36;2018-01-06 23:03:57
1717;2018-01-06 23:06:14;2018-01-06 23:08:59
1718;2018-01-06 23:10:59;2018-01-06 23:13:38
1719;2018-01-06 23:16:05;2018-01-06 23:19:14
1720;2018-01-06 23:20:59;2018-01-06 23:24:12
1721;2018-01-06 23:25:55;2018-01-06 23:29:10
1722;2018-01-06 23:31:09;2018-01-06 23:33:57
1723;2018-01-06 23:35:53;2018-01-06 23:39:04
1724;2018-01-06 23:40:56;2018-01-06 23:43:45
1725;2018-01-06 23:45:45;2018-01-06 23:49:04
1726;2018-01-06 23:50:55;2018-01-06 23:53:58
1727;2018-01-06 23:55:48;2018-01-06 23:58:56
1728;2018-01-07 00:00:50;2018-01-07 00:03:46
1729;2018-01-07 00:06:03;2018-01-07 00:08:44
1730;2018-01-07 00:10:55;2018-01-07 00:14:03
1731;2018-01-07 00:15:56;2018-01-07 00:19:07
1732;2018-01-07 00:21:11;2018-01-07 00:23:54
1733;2018-01-07 00:26:04;2018-01-07 00:29:02
1734;2018-01-07 00:30:58;2018-01-07 00:33:58
1735;2018-01-07 00:36:01;2018-01-07 00:39:19
1736;2018-01-07 00:40:48;2018-01-07 00:44:05
1737;2018-01-07 00:46:07;2018-01-07 00:49:13
1738;2018-01-07 00:51:00;2018-01-07 00:53:49
1739;2018-01-07 00:56:19;2018-01-07 00:58:56
1740;2018-01-07 01:00:49;2018-01-07 01:04:13
1741;2018-01-07 01:06:09;2018-01-07 01:08:56
1742;2018-01-07 01:11:04;2018-01-07 01:14:01
1743;2018-01-07 01:16:06;2018-01-07 01:19:04
1744;2018-01-07 01:20:53;2018-01-07 01:24:06
1745;2018-01-07 01:26:11;2018-01-07 01:28:56
1746;2018-01-07 01:31:09;2018-01-07 01:34:00
1747;2018-01-07 01:36:06;2018-01-07 01:38:52
1748;2018-01-07 01:41:14;2018-01-07 01:43:57
1749;2018-01-07 01:46:02;2018-01-07 01:48:54
1750;2018-01-07 01:51:02;2018-01-07 01:53:40
1751;2018-01-07 01:55:58;2018-01-07 01:59:00
1752;2018-01-07 02:01:09;2018-01-07 02:03:55
1753;2018-01-07 02:06:05;2018-01-07 02:09:03
1754;2018-01-07 02:11:04;2018-01-07 02:14:08
1755;2018-01-07 02:15:38;2018-01-07 02:18:55
1756;2018-01-07 02:20:52;2018-01-07 02:23:54
1757;2018-01-07 02:25:52;2018-01-07 02:29:09
1758;2018-01-07 02:31:07;2018-01-07 02:33:54
1759;2018-01-07 02:36:15;2018-01-07 02:38:53
1760;2018-01-07 02:40:57;2018-01-07 02:44:04
1761;2018-01-07 02:45:40;2018-01-07 02:48:53
1762;2018-01-07 02:51:08;2018-01-07 02:53:51
1763;2018-01-07 02:55:39;2018-01-07 02:59:09
1764;2018-01-07 03:00:56;2018-01-07 03:04:09
1765;2018-01-07 03:05:57;2018-01-07 03:09:07
1766;2018-01-07 03:11:18;2018-01-07 03:14:07
1767;2018-01-07 03:15:57;2018-01-07 03:18:54
1768;2018-01-07 03:20:58;2018-01-07 03:23:59
1769;2018-01-07 03:25:51;2018-01-07 03:29:00
1770;2018-01-07 03:30:51;2018-01-07 03:34:25
1771;2018-01-07 03:36:03;2018-01-07 03:38:42
1772;2018-01-07 03:41:10;2018-01-07 03:44:04
1773;2018-01-07 03:46:00;2018-01-07 03:49:05
1774;2018-01-07 03:50:58;2018-01-07 03:53:47
1775;2018-01-07 03:56:09;2018-01-07 03:58:53
1776;2018-01-07 04:00:59;2018-01-07 04:04:07
1777;2018-01-07 04:05:42;2018-01-07 04:09:11
1778;2018-01-07 04:10:57;2018-01-07 04:13:55
1779;2018-01-07 04:16:10;2018-01-07 04:18:42
1780;2018-01-07 04:20:46;2018-01-07 04:23:47
1781;2018-01-07 04:26:15;2018-01-07 04:28:52
1782;2018-01-07 04:31:07;2018-01-07 04:34:04
1783;2018-01-07 04:35:56;2018-01-07 04:38:54
1784;2018-01-07 04:41:13;2018-01-07 04:43:52
1785;2018-01-07 04:45:41;2018-01-07 04:49:06
1786;2018-01-07 04:50:56;2018-01-07 04:53:38
1787;2018-01-07 04:55:55;2018-01-07 04:59:06
1788;2018-01-07 05:00:41;2018-01-07 05:04:14
1789;2018-01-07 05:05:59;2018-01-07 05:09:04
1790;2018-01-07 05:10:45;2018-01-07 05:13:57
1791;2018-01-07 05:16:20;2018-01-07 05:19:17
1792;2018-01-07 05:20:48;2018-01-07 05:24:00
1793;2018-01-07 05:26:05;2018-01-07 05:28:52
1794;2018-01-07 05:31:05;2018-01-07 05:33:57
1795;2018-01-07 05:36:03;2018-01-07 05:39:09
1796;2018-01-07 05:40:47;2018-01-07 05:44:00
1797;2018-01-07 05:46:02;2018-01-07 05:49:01
1798;2018-01-07 05:51:05;2018-01-07 05:53:56
1799;2018-01-07 05:55:53;2018-01-07 05:59:07
1800;2018-01-07 06:00:47;2018-01-07 06:03:34
1801;2018-01-07 06:05:51;2018-01-07 06:09:02
1802;2018-01-07 06:10:53;2018-01-07 06:13:46
1803;2018-01-07 06:15:58;2018-01-07 06:18:57
1804;2018-01-07 06:20:55;2018-01-07 06:23:59
1805;2018-01-07 06:25:54;2018-01-07 06:29:09
1806;2018-01-07 06:31:14;2018-01-07 06:33:59
1807;2018-01-07 06:36:06;2018-01-07 06:39:02
1808;2018-01-07 06:40:50;2018-01-07 06:43:52
1809;2018-01-07 06:45:39;2018-01-07 06:48:59
1810;2018-01-07 06:50:57;2018-01-07 06:54:14
1811;2018-01-07 06:55:43;2018-01-07 06:59:14
1812;2018-01-07 07:01:24;2018-01-07 07:03:44
1813;2018-01-07 07:05:55;2018-01-07 07:08:46
1814;2018-01-07 07:11:04;2018-01-07 07:14:04
1815;2018-01-07 07:15:49;2018-01-07 07:18:46
1816;2018-01-07 07:21:18;2018-01-07 07:23:42
1817;2018-01-07 07:26:19;2018-01-07 07:29:23
1818;2018-01-07 07:31:09;2018-01-07 07:34:00
1819;2018-01-07 07:35:45;2018-01-07 07:39:10
1820;2018-01-07 07:41:05;2018-01-07 07:43:43
1821;2018-01-07 07:46:05;2018-01-07 07:48:59
1822;2018-01-07 07:50:50;2018-01-07 07:53:57
1823;2018-01-07 07:55:58;2018-01-07 07:59:08
1824;2018-01-07 08:00:56;2018-01-07 08:04:03
1825;2018-01-07 08:06:02;2018-01-07 08:08:57
1826;2018-01-07 08:10:57;2018-01-07 08:13:49
1827;2018-01-07 08:15:41;2018-01-07 08:19:11
1828;2018-01-07 08:20:48;2018-01-07 08:23:57
1829;2018-01-07 08:26:04;2018-01-07 08:29:02
1830;2018-01-07 08:30:28;2018-01-07 08:33:54
1831;2018-01-07 08:36:10;2018-01-07 08:39:03
1832;2018-01-07 08:40:49;2018-01-07 08:44:13
1833;2018-01-07 08:45:54;2018-01-07 08:48:43
1834;2018-01-07 08:50:51;2018-01-07 08:53:50
1835;2018-01-07 08:55:54;2018-01-07 08:58:50
1836;2018-01-07 09:00:48;2018-01-07 09:03:57
1837;2018-01-07 09:05:58;2018-01-07 09:09:09
1838;2018-01-07 09:11:20;2018-01-07 09:13:53
1839;2018-01-07 09:15:53;2018-01-07 09:18:52
1840;2018-01-07 09:20:59;2018-01-07 09:23:53
1841;2018-01-07 09:25:57;2018-01-07 09:28:57
1842;2018-01-07 09:30:54;2018-01-07 09:34:10
1843;2018-01-07 09:36:11;2018-01-07 09:38:46
1844;2018-01-07 09:41:01;2018-01-07 09:44:01
1845;2018-01-07 09:46:00;2018-01-07 09:48:50
1846;2018-01-07 09:51:07;2018-01-07 09:54:02
1847;2018-01-07 09:55:53;2018-01-07 09:58:52
1848;2018-01-07 10:01:11;2018-01-07 10:03:53
1849;2018-01-07 10:05:48;2018-01-07 10:09:00
1850;2018-01-07 10:10:57;2018-01-07 10:14:01
1851;2018-01-07 10:15:51;2018-01-07 10:19:16
1852;2018-01-07 10:20:58;2018-01-07 10:24:00
1853;2018-01-07 10:25:49;2018-01-07 10:29:03
1854;2018-01-07 10:30:55;2018-01-07 10:33:47
1855;2018-01-07 10:35:59;2018-01-07 10:39:14
1856;2018-01-07 10:41:06;2018-01-07 10:44:05
1857;2018-01-07 10:46:01;2018-01-07 10:48:55
1858;2018-01-07 10:51:01;2018-01-07 10:54:10
1859;2018-01-07 10:55:59;2018-01-07 10:59:05
1860;2018-01-07 11:01:00;2018-01-07 11:04:09
1861;2018-01-07 11:06:03;2018-01-07 11:09:07
1862;2018-01-07 11:11:14;2018-01-07 11:14:00
1863;2018-01-07 11:15:56;2018-01-07 11:19:10
1864;2018-01-07 11:20:50;2018-01-07 11:24:03
1865;2018-01-07 11:25:58;2018-01-07 11:29:11
1866;2018-01-07 11:30:47;2018-01-07 11:33:50
1867;2018-01-07 11:35:59;2018-01-07 11:39:08
1868;2018-01-07 11:40:58;2018-01-07 11:43:58
1869;2018-01-07 11:45:51;2018-01-07 11:49:06
